,날짜,호선명,역명,승차총승객수,하차총승객수,등록일자
0,20200624,1호선,서울역,41018,38786,20200627
1,20200624,1호선,동묘앞,5715,6088,20200627
2,20200624,1호선,시청,21261,21090,20200627
3,20200624,1호선,종각,39046,37220,20200627
4,20200624,1호선,종로3가,23144,21891,20200627
5,20200624,1호선,종로5가,21687,21635,20200627
6,20200624,1호선,동대문,10085,10201,20200627
7,20200624,1호선,신설동,13944,14049,20200627
8,20200624,1호선,제기동,13595,13834,20200627
9,20200624,1호선,청량리(서울시립대입구),17964,17940,20200627
10,20200624,2호선,시청,24199,23630,20200627
11,20200624,2호선,을지로입구,39118,39881,20200627
12,20200624,2호선,을지로3가,21452,20827,20200627
13,20200624,2호선,을지로4가,12520,12046,20200627
14,20200624,2호선,동대문역사문화공원(DDP),11128,12374,20200627
15,20200624,2호선,신당,12802,13051,20200627
16,20200624,2호선,상왕십리,13474,13071,20200627
17,20200624,2호선,왕십리(성동구청),15612,12516,20200627
18,20200624,2호선,한양대,7562,8183,20200627
19,20200624,2호선,뚝섬,18908,20444,20200627
20,20200624,2호선,성수,32526,35364,20200627
21,20200624,2호선,건대입구,30118,32880,20200627
22,20200624,2호선,구의(광진구청),23060,22696,20200627
23,20200624,2호선,강변(동서울터미널),29901,28576,20200627
24,20200624,2호선,잠실나루,14344,14034,20200627
25,20200624,2호선,잠실(송파구청),61155,61264,20200627
26,20200624,2호선,잠실새내,20000,20038,20200627
27,20200624,2호선,종합운동장,6622,7382,20200627
28,20200624,2호선,삼성(무역센터),53918,55048,20200627
29,20200624,2호선,선릉,57913,51701,20200627
30,20200624,2호선,역삼,52104,56395,20200627
31,20200624,2호선,강남,84633,84793,20200627
32,20200624,2호선,교대(법원.검찰청),35240,39605,20200627
33,20200624,2호선,서초,23634,23253,20200627
34,20200624,2호선,방배,17381,18071,20200627
35,20200624,2호선,사당,35580,38658,20200627
36,20200624,2호선,낙성대(강감찬),26817,25804,20200627
37,20200624,2호선,서울대입구(관악구청),45564,44455,20200627
38,20200624,2호선,봉천,23426,21672,20200627
39,20200624,2호선,신림,60927,59621,20200627
40,20200624,2호선,신대방,25401,24499,20200627
41,20200624,2호선,구로디지털단지,59615,60147,20200627
42,20200624,2호선,대림(구로구청),23489,23837,20200627
43,20200624,2호선,신도림,48060,47173,20200627
44,20200624,2호선,문래,20671,21097,20200627
45,20200624,2호선,영등포구청,22687,23074,20200627
46,20200624,2호선,당산,18323,21491,20200627
47,20200624,2호선,합정,28192,29422,20200627
48,20200624,2호선,홍대입구,43650,45393,20200627
49,20200624,2호선,신촌,29659,31106,20200627
50,20200624,2호선,이대,11017,11286,20200627
51,20200624,2호선,아현,9679,9294,20200627
52,20200624,2호선,충정로(경기대입구),10264,10881,20200627
53,20200624,2호선,용답,2445,2432,20200627
54,20200624,2호선,신답,1561,1842,20200627
55,20200624,2호선,신설동,3227,3106,20200627
56,20200624,2호선,도림천,1320,1357,20200627
57,20200624,2호선,양천구청,6353,6777,20200627
58,20200624,2호선,신정네거리,9078,9799,20200627
59,20200624,2호선,용두(동대문구청),2108,2250,20200627
60,20200624,3호선,지축,3244,3203,20200627
61,20200624,3호선,구파발,20000,18658,20200627
62,20200624,3호선,연신내,35647,34044,20200627
63,20200624,3호선,불광,15492,16347,20200627
64,20200624,3호선,녹번,13935,12574,20200627
65,20200624,3호선,홍제,16592,15847,20200627
66,20200624,3호선,무악재,3796,3847,20200627
67,20200624,3호선,독립문,6456,6698,20200627
68,20200624,3호선,경복궁(정부서울청사),17510,17282,20200627
69,20200624,3호선,안국,19627,19566,20200627
70,20200624,3호선,종로3가,10048,11454,20200627
71,20200624,3호선,을지로3가,10904,11141,20200627
72,20200624,3호선,충무로,2,0,20200627
73,20200624,3호선,동대입구,7003,7231,20200627
74,20200624,3호선,약수,12519,12490,20200627
75,20200624,3호선,금호,7890,7359,20200627
76,20200624,3호선,옥수,8487,9081,20200627
77,20200624,3호선,압구정,29658,31948,20200627
78,20200624,3호선,신사,27732,29744,20200627
79,20200624,3호선,잠원,5699,5654,20200627
80,20200624,3호선,고속터미널,35267,33977,20200627
81,20200624,3호선,교대(법원.검찰청),14829,9772,20200627
82,20200624,3호선,남부터미널(예술의전당),28104,28718,20200627
83,20200624,3호선,양재(서초구청),38891,41748,20200627
84,20200624,3호선,매봉,11884,11377,20200627
85,20200624,3호선,도곡,5435,5387,20200627
86,20200624,3호선,대치,10313,10369,20200627
87,20200624,3호선,학여울,1703,1812,20200627
88,20200624,3호선,대청,9675,8867,20200627
89,20200624,3호선,일원,9196,9086,20200627
90,20200624,3호선,수서,16090,16140,20200627
91,20200624,3호선,가락시장,8849,8620,20200627
92,20200624,3호선,경찰병원,7798,7851,20200627
93,20200624,3호선,오금,6389,5661,20200627
94,20200624,4호선,수유(강북구청),32434,32233,20200627
95,20200624,4호선,미아(서울사이버대학),14932,14281,20200627
96,20200624,4호선,미아사거리,26924,26221,20200627
97,20200624,4호선,길음,20016,19775,20200627
98,20200624,4호선,성신여대입구(돈암),18642,18007,20200627
99,20200624,4호선,한성대입구(삼선교),13087,12922,20200627
100,20200624,4호선,혜화,29078,29351,20200627
101,20200624,4호선,동대문,19825,19754,20200627
102,20200624,4호선,동대문역사문화공원(DDP),13985,13127,20200627
103,20200624,4호선,충무로,26941,27630,20200627
104,20200624,4호선,명동,16392,17330,20200627
105,20200624,4호선,회현(남대문시장),21860,22619,20200627
106,20200624,4호선,서울역,11555,15418,20200627
107,20200624,4호선,숙대입구(갈월),12784,12720,20200627
108,20200624,4호선,삼각지,4566,4896,20200627
109,20200624,4호선,신용산,15453,15954,20200627
110,20200624,4호선,이촌(국립중앙박물관),6238,7268,20200627
111,20200624,4호선,동작(현충원),2071,2149,20200627
112,20200624,4호선,총신대입구(이수),18316,20082,20200627
113,20200624,4호선,사당,23735,20118,20200627
114,20200624,4호선,남태령,1079,936,20200627
115,20200624,4호선,당고개,11582,10594,20200627
116,20200624,4호선,상계,18921,17513,20200627
117,20200624,4호선,노원,17782,19933,20200627
118,20200624,4호선,창동,24909,26895,20200627
119,20200624,4호선,쌍문,28811,26135,20200627
120,20200624,5호선,방화,6456,6136,20200627
121,20200624,5호선,개화산,4899,4570,20200627
122,20200624,5호선,김포공항,5747,5265,20200627
123,20200624,5호선,송정,6494,5994,20200627
124,20200624,5호선,마곡,8469,7973,20200627
125,20200624,5호선,발산,18640,19001,20200627
126,20200624,5호선,우장산,14181,13780,20200627
127,20200624,5호선,화곡,27177,25010,20200627
128,20200624,5호선,까치산,28038,26665,20200627
129,20200624,5호선,신정(은행정),13710,10510,20200627
130,20200624,5호선,목동,16597,18092,20200627
131,20200624,5호선,오목교(목동운동장앞),21151,22938,20200627
132,20200624,5호선,양평,7408,7225,20200627
133,20200624,5호선,영등포구청,3804,3968,20200627
134,20200624,5호선,영등포시장,8170,8486,20200627
135,20200624,5호선,신길,3627,3922,20200627
136,20200624,5호선,여의도,26809,27790,20200627
137,20200624,5호선,여의나루,7020,7127,20200627
138,20200624,5호선,마포,14319,14581,20200627
139,20200624,5호선,공덕,14005,15274,20200627
140,20200624,5호선,애오개,7121,7237,20200627
141,20200624,5호선,충정로(경기대입구),5303,5422,20200627
142,20200624,5호선,서대문,17951,18242,20200627
143,20200624,5호선,광화문(세종문화회관),33790,35119,20200627
144,20200624,5호선,종로3가,10994,10851,20200627
145,20200624,5호선,을지로4가,5700,5821,20200627
146,20200624,5호선,동대문역사문화공원(DDP),2897,3200,20200627
147,20200624,5호선,청구,3842,3585,20200627
148,20200624,5호선,신금호,6118,6140,20200627
149,20200624,5호선,행당,8005,7141,20200627
150,20200624,5호선,왕십리(성동구청),4219,4899,20200627
151,20200624,5호선,마장,5304,5288,20200627
152,20200624,5호선,답십리,15527,14663,20200627
153,20200624,5호선,장한평,17538,17447,20200627
154,20200624,5호선,군자(능동),10321,11561,20200627
155,20200624,5호선,아차산(어린이대공원후문),13218,13076,20200627
156,20200624,5호선,광나루(장신대),12143,10927,20200627
157,20200624,5호선,천호(풍납토성),16038,17208,20200627
158,20200624,5호선,강동,20920,18234,20200627
159,20200624,5호선,길동,7222,7479,20200627
160,20200624,5호선,굽은다리(강동구민회관앞),8665,8413,20200627
161,20200624,5호선,명일,8031,8412,20200627
162,20200624,5호선,고덕,8206,8280,20200627
163,20200624,5호선,상일동,18669,15974,20200627
164,20200624,5호선,둔촌동,7830,7863,20200627
165,20200624,5호선,올림픽공원(한국체대),3780,3143,20200627
166,20200624,5호선,방이,6819,7118,20200627
167,20200624,5호선,오금,3841,3727,20200627
168,20200624,5호선,개롱,6156,6339,20200627
169,20200624,5호선,거여,7591,7182,20200627
170,20200624,5호선,마천,4968,5007,20200627
171,20200624,6호선,응암,16637,16592,20200627
172,20200624,6호선,역촌,3581,4322,20200627
173,20200624,6호선,불광,4504,4479,20200627
174,20200624,6호선,독바위,2657,2798,20200627
175,20200624,6호선,구산,7052,5408,20200627
176,20200624,6호선,새절(신사),12481,11747,20200627
177,20200624,6호선,증산(명지대앞),9594,9453,20200627
178,20200624,6호선,디지털미디어시티,12897,14546,20200627
179,20200624,6호선,월드컵경기장(성산),3728,3915,20200627
180,20200624,6호선,마포구청,13529,12267,20200627
181,20200624,6호선,망원,12369,13503,20200627
182,20200624,6호선,합정,11633,11548,20200627
183,20200624,6호선,상수,7858,8740,20200627
184,20200624,6호선,광흥창(서강),8818,8617,20200627
185,20200624,6호선,대흥(서강대앞),7687,7985,20200627
186,20200624,6호선,공덕,17945,17659,20200627
187,20200624,6호선,효창공원앞,6874,6129,20200627
188,20200624,6호선,삼각지,5222,4688,20200627
189,20200624,6호선,녹사평(용산구청),3905,3861,20200627
190,20200624,6호선,이태원,7471,7777,20200627
191,20200624,6호선,한강진,6470,7583,20200627
192,20200624,6호선,버티고개,2243,2159,20200627
193,20200624,6호선,약수,3357,3362,20200627
194,20200624,6호선,청구,3732,4096,20200627
195,20200624,6호선,신당,7875,8373,20200627
196,20200624,6호선,동묘앞,6894,7247,20200627
197,20200624,6호선,창신,3591,2984,20200627
198,20200624,6호선,보문,7018,6477,20200627
199,20200624,6호선,안암(고대병원앞),12232,12114,20200627
200,20200624,6호선,고려대(종암),8085,8120,20200627
201,20200624,6호선,월곡(동덕여대),10829,10606,20200627
202,20200624,6호선,상월곡(한국과학기술연구원),6090,5375,20200627
203,20200624,6호선,돌곶이,8962,8412,20200627
204,20200624,6호선,석계,12454,12863,20200627
205,20200624,6호선,태릉입구,5017,5605,20200627
206,20200624,6호선,화랑대(서울여대입구),11498,9148,20200627
207,20200624,6호선,봉화산(서울의료원),8925,7960,20200627
208,20200624,7호선,장암,2226,698,20200627
209,20200624,7호선,도봉산,8612,9653,20200627
210,20200624,7호선,수락산,11618,11599,20200627
211,20200624,7호선,마들,11413,10974,20200627
212,20200624,7호선,노원,18391,19010,20200627
213,20200624,7호선,중계,14145,13011,20200627
214,20200624,7호선,하계,17551,16656,20200627
215,20200624,7호선,공릉(서울과학기술대),11679,11738,20200627
216,20200624,7호선,태릉입구,7859,7293,20200627
217,20200624,7호선,먹골,9779,9532,20200627
218,20200624,7호선,중화,10583,10373,20200627
219,20200624,7호선,상봉(시외버스터미널),15770,14786,20200627
220,20200624,7호선,면목,14779,14607,20200627
221,20200624,7호선,사가정,14696,14745,20200627
222,20200624,7호선,용마산(용마폭포공원),5782,5476,20200627
223,20200624,7호선,중곡,9591,8894,20200627
224,20200624,7호선,군자(능동),13897,11128,20200627
225,20200624,7호선,어린이대공원(세종대),10251,10127,20200627
226,20200624,7호선,건대입구,11611,12142,20200627
227,20200624,7호선,뚝섬유원지,6247,6184,20200627
228,20200624,7호선,청담,19762,22364,20200627
229,20200624,7호선,강남구청,15596,17487,20200627
230,20200624,7호선,학동,24132,25933,20200627
231,20200624,7호선,논현,19530,21629,20200627
232,20200624,7호선,반포,5847,5770,20200627
233,20200624,7호선,고속터미널,14169,12064,20200627
234,20200624,7호선,내방,14151,14591,20200627
235,20200624,7호선,이수,15003,14836,20200627
236,20200624,7호선,남성,10796,10106,20200627
237,20200624,7호선,숭실대입구(살피재),11585,11669,20200627
238,20200624,7호선,상도,9677,9447,20200627
239,20200624,7호선,장승배기,9585,9411,20200627
240,20200624,7호선,신대방삼거리,15932,15124,20200627
241,20200624,7호선,보라매,9622,9702,20200627
242,20200624,7호선,신풍,10604,10093,20200627
243,20200624,7호선,대림(구로구청),7360,7253,20200627
244,20200624,7호선,남구로,15292,16225,20200627
245,20200624,7호선,가산디지털단지,46134,46206,20200627
246,20200624,7호선,철산,21242,21864,20200627
247,20200624,7호선,광명사거리,22124,21843,20200627
248,20200624,7호선,천왕,9867,9375,20200627
249,20200624,7호선,온수(성공회대입구),10782,10166,20200627
250,20200624,7호선,까치울,7080,6770,20200627
251,20200624,7호선,부천종합운동장,4268,3596,20200627
252,20200624,7호선,춘의,9157,8947,20200627
253,20200624,7호선,신중동,13582,13493,20200627
254,20200624,7호선,부천시청,11207,11067,20200627
255,20200624,7호선,상동,11937,12241,20200627
256,20200624,7호선,삼산체육관,4413,4033,20200627
257,20200624,7호선,굴포천,8139,8560,20200627
258,20200624,7호선,부평구청,11140,9109,20200627
259,20200624,8호선,암사,18498,16347,20200627
260,20200624,8호선,천호(풍납토성),15290,17742,20200627
261,20200624,8호선,강동구청,10200,10880,20200627
262,20200624,8호선,몽촌토성(평화의문),5108,5305,20200627
263,20200624,8호선,잠실(송파구청),13005,14862,20200627
264,20200624,8호선,석촌,7151,8283,20200627
265,20200624,8호선,송파,8871,8583,20200627
266,20200624,8호선,가락시장,7597,8583,20200627
267,20200624,8호선,문정,21159,22014,20200627
268,20200624,8호선,장지,17099,16386,20200627
269,20200624,8호선,복정,10532,8937,20200627
270,20200624,8호선,산성,4939,4865,20200627
271,20200624,8호선,남한산성입구(성남법원.검찰청),14023,12946,20200627
272,20200624,8호선,단대오거리,9545,9094,20200627
273,20200624,8호선,신흥,4169,4584,20200627
274,20200624,8호선,수진,4709,4420,20200627
275,20200624,8호선,모란,4415,3222,20200627
276,20200624,9호선,개화,2351,1659,20200627
277,20200624,9호선,김포공항,6744,8727,20200627
278,20200624,9호선,공항시장,2585,2936,20200627
279,20200624,9호선,신방화,6349,6291,20200627
280,20200624,9호선,마곡나루(서울식물원),9898,9846,20200627
281,20200624,9호선,양천향교,8877,9280,20200627
282,20200624,9호선,가양,19398,18900,20200627
283,20200624,9호선,증미,6833,6819,20200627
284,20200624,9호선,등촌,9861,10041,20200627
285,20200624,9호선,염창,16301,16001,20200627
286,20200624,9호선,신목동,3864,3522,20200627
287,20200624,9호선,선유도,7656,7341,20200627
288,20200624,9호선,당산,17398,17483,20200627
289,20200624,9호선,국회의사당,17786,17466,20200627
290,20200624,9호선,여의도,24041,23191,20200627
291,20200624,9호선,샛강,5347,5664,20200627
292,20200624,9호선,노량진,25385,24747,20200627
293,20200624,9호선,노들,4237,3587,20200627
294,20200624,9호선,흑석(중앙대입구),6957,7273,20200627
295,20200624,9호선,동작(현충원),1600,1250,20200627
296,20200624,9호선,구반포,2555,2709,20200627
297,20200624,9호선,신반포,2709,2705,20200627
298,20200624,9호선,고속터미널,10043,12647,20200627
299,20200624,9호선,사평,2998,3027,20200627
300,20200624,9호선,신논현,29249,29925,20200627
301,20200624,9호선2~3단계,언주,9683,9614,20200627
302,20200624,9호선2~3단계,선정릉,8968,9514,20200627
303,20200624,9호선2~3단계,삼성중앙,6822,7049,20200627
304,20200624,9호선2~3단계,봉은사,16011,16130,20200627
305,20200624,9호선2~3단계,종합운동장,4193,3954,20200627
306,20200624,9호선2~3단계,삼전,5947,6142,20200627
307,20200624,9호선2~3단계,석촌고분,5203,5281,20200627
308,20200624,9호선2~3단계,석촌,6955,6082,20200627
309,20200624,9호선2~3단계,송파나루,4023,4350,20200627
310,20200624,9호선2~3단계,한성백제,2195,2056,20200627
311,20200624,9호선2~3단계,올림픽공원(한국체대),5009,4852,20200627
312,20200624,9호선2~3단계,둔촌오륜,1125,946,20200627
313,20200624,9호선2~3단계,중앙보훈병원,9415,8368,20200627
314,20200624,경강선,판교,4279,4140,20200627
315,20200624,경강선,이매,1019,889,20200627
316,20200624,경강선,삼동,2255,2018,20200627
317,20200624,경강선,경기광주,6541,6194,20200627
318,20200624,경강선,초월,2620,2532,20200627
319,20200624,경강선,곤지암,1938,1883,20200627
320,20200624,경강선,신둔도예촌,990,935,20200627
321,20200624,경강선,이천,2027,2162,20200627
322,20200624,경강선,부발,1521,1415,20200627
323,20200624,경강선,세종대왕릉,219,204,20200627
324,20200624,경강선,여주,1799,1830,20200627
325,20200624,경부선,서울역,4176,1196,20200627
326,20200624,경부선,남영,10133,10564,20200627
327,20200624,경부선,용산,28790,29314,20200627
328,20200624,경부선,노량진,7774,8006,20200627
329,20200624,경부선,대방,12804,13136,20200627
330,20200624,경부선,영등포,34396,35757,20200627
331,20200624,경부선,신도림,3628,3735,20200627
332,20200624,경부선,신길,8994,7657,20200627
333,20200624,경부선,구로,17341,17694,20200627
334,20200624,경부선,가산디지털단지,17807,20644,20200627
335,20200624,경부선,금천구청,10884,10774,20200627
336,20200624,경부선,석수,9798,8492,20200627
337,20200624,경부선,관악,6885,6311,20200627
338,20200624,경부선,안양,20846,20959,20200627
339,20200624,경부선,명학,9025,8910,20200627
340,20200624,경부선,금정,24405,25045,20200627
341,20200624,경부선,군포,7162,7143,20200627
342,20200624,경부선,의왕,8691,8645,20200627
343,20200624,경부선,성균관대,13493,13115,20200627
344,20200624,경부선,화서,7049,6789,20200627
345,20200624,경부선,수원,31658,33842,20200627
346,20200624,경부선,독산,16098,17105,20200627
347,20200624,경부선,세류,2790,2597,20200627
348,20200624,경부선,병점,12183,12076,20200627
349,20200624,경부선,세마,2324,2141,20200627
350,20200624,경부선,오산대,3197,2998,20200627
351,20200624,경부선,오산,8451,8413,20200627
352,20200624,경부선,진위,1416,1236,20200627
353,20200624,경부선,송탄,3576,3372,20200627
354,20200624,경부선,서정리,5974,5654,20200627
355,20200624,경부선,지제,2154,1886,20200627
356,20200624,경부선,평택,9925,9850,20200627
357,20200624,경부선,성환,3195,3159,20200627
358,20200624,경부선,직산,719,709,20200627
359,20200624,경부선,두정,4284,4399,20200627
360,20200624,경부선,천안,4440,4413,20200627
361,20200624,경부선,당정,6001,5742,20200627
362,20200624,경부선,서동탄,1462,1188,20200627
363,20200624,경부선,광명,2807,2381,20200627
364,20200624,경원선,이촌(국립중앙박물관),3515,2804,20200627
365,20200624,경원선,서빙고,1786,1644,20200627
366,20200624,경원선,한남,4032,3753,20200627
367,20200624,경원선,옥수,50,29,20200627
368,20200624,경원선,응봉,1705,1445,20200627
369,20200624,경원선,왕십리(성동구청),13131,14840,20200627
370,20200624,경원선,청량리(서울시립대입구),12082,13191,20200627
371,20200624,경원선,외대앞,6891,6742,20200627
372,20200624,경원선,신이문,8412,7762,20200627
373,20200624,경원선,석계,8059,9162,20200627
374,20200624,경원선,광운대,8901,8525,20200627
375,20200624,경원선,월계,6321,5844,20200627
376,20200624,경원선,녹천,4429,3729,20200627
377,20200624,경원선,방학,8660,8527,20200627
378,20200624,경원선,도봉,5452,5279,20200627
379,20200624,경원선,도봉산,5899,3420,20200627
380,20200624,경원선,망월사,8158,8185,20200627
381,20200624,경원선,회룡,11436,11068,20200627
382,20200624,경원선,의정부,16063,16624,20200627
383,20200624,경원선,가능,6190,5965,20200627
384,20200624,경원선,녹양,4283,4012,20200627
385,20200624,경원선,양주,7113,6632,20200627
386,20200624,경원선,덕계,2531,2231,20200627
387,20200624,경원선,덕정,5251,5169,20200627
388,20200624,경원선,지행,6048,6015,20200627
389,20200624,경원선,동두천중앙,2850,2736,20200627
390,20200624,경원선,보산,1321,1240,20200627
391,20200624,경원선,동두천,1883,2167,20200627
392,20200624,경원선,소요산,2084,1577,20200627
393,20200624,경의선,서울역,3921,4994,20200627
394,20200624,경의선,신촌,743,961,20200627
395,20200624,경의선,효창공원앞,2716,3089,20200627
396,20200624,경의선,공덕,3113,2893,20200627
397,20200624,경의선,서강대,1858,1772,20200627
398,20200624,경의선,홍대입구,1303,1597,20200627
399,20200624,경의선,가좌,4874,4484,20200627
400,20200624,경의선,디지털미디어시티,2231,2120,20200627
401,20200624,경의선,수색,2167,2363,20200627
402,20200624,경의선,화전,1347,1226,20200627
403,20200624,경의선,강매,2801,2357,20200627
404,20200624,경의선,행신,7326,7251,20200627
405,20200624,경의선,능곡,3368,2993,20200627
406,20200624,경의선,곡산,491,523,20200627
407,20200624,경의선,백마,6292,5989,20200627
408,20200624,경의선,풍산,4793,4438,20200627
409,20200624,경의선,일산,8483,8502,20200627
410,20200624,경의선,탄현,6907,6719,20200627
411,20200624,경의선,야당,5176,5031,20200627
412,20200624,경의선,운정,5398,5031,20200627
413,20200624,경의선,금릉,4061,3951,20200627
414,20200624,경의선,금촌,5417,5357,20200627
415,20200624,경의선,월롱,2491,2321,20200627
416,20200624,경의선,파주,1496,1091,20200627
417,20200624,경의선,문산,4570,4438,20200627
418,20200624,경의선,임진강,5,4,20200627
419,20200624,경인선,개봉,20426,21094,20200627
420,20200624,경인선,오류동,11090,10488,20200627
421,20200624,경인선,역곡,26160,25868,20200627
422,20200624,경인선,부천,30075,30202,20200627
423,20200624,경인선,송내,27054,27129,20200627
424,20200624,경인선,부평,26381,28264,20200627
425,20200624,경인선,백운,6806,6839,20200627
426,20200624,경인선,동암,14353,14541,20200627
427,20200624,경인선,주안,18632,17060,20200627
428,20200624,경인선,제물포,10204,9528,20200627
429,20200624,경인선,동인천,12466,12011,20200627
430,20200624,경인선,인천,2431,1780,20200627
431,20200624,경인선,구일,6119,6370,20200627
432,20200624,경인선,소사,8688,8368,20200627
433,20200624,경인선,부개,8088,7675,20200627
434,20200624,경인선,간석,5523,5409,20200627
435,20200624,경인선,도원,3158,3211,20200627
436,20200624,경인선,온수(성공회대입구),6374,6280,20200627
437,20200624,경인선,중동,8549,8181,20200627
438,20200624,경인선,도화,3394,3183,20200627
439,20200624,경춘선,신내,1310,1334,20200627
440,20200624,경춘선,갈매,2806,2373,20200627
441,20200624,경춘선,별내,2220,2142,20200627
442,20200624,경춘선,퇴계원,3237,2964,20200627
443,20200624,경춘선,사릉,3297,3083,20200627
444,20200624,경춘선,금곡,1286,1258,20200627
445,20200624,경춘선,평내호평,5349,5205,20200627
446,20200624,경춘선,천마산,1330,1197,20200627
447,20200624,경춘선,마석,3261,3151,20200627
448,20200624,경춘선,대성리,399,342,20200627
449,20200624,경춘선,청평,1339,1267,20200627
450,20200624,경춘선,상천,170,149,20200627
451,20200624,경춘선,가평,1326,1296,20200627
452,20200624,경춘선,굴봉산,92,83,20200627
453,20200624,경춘선,백양리,82,65,20200627
454,20200624,경춘선,강촌,268,270,20200627
455,20200624,경춘선,김유정,227,233,20200627
456,20200624,경춘선,남춘천,1989,1957,20200627
457,20200624,경춘선,춘천,1277,1108,20200627
458,20200624,공항철도 1호선,서울역,5986,5514,20200627
459,20200624,공항철도 1호선,공덕,1960,2564,20200627
460,20200624,공항철도 1호선,홍대입구,6482,6949,20200627
461,20200624,공항철도 1호선,디지털미디어시티,13433,12071,20200627
462,20200624,공항철도 1호선,마곡나루(서울식물원),7442,6693,20200627
463,20200624,공항철도 1호선,김포공항,8571,5069,20200627
464,20200624,공항철도 1호선,계양,8845,8095,20200627
465,20200624,공항철도 1호선,검암,6856,6431,20200627
466,20200624,공항철도 1호선,청라국제도시,5997,5741,20200627
467,20200624,공항철도 1호선,운서,5188,5005,20200627
468,20200624,공항철도 1호선,공항화물청사,2174,2424,20200627
469,20200624,공항철도 1호선,인천공항1터미널,3193,3110,20200627
470,20200624,공항철도 1호선,인천공항2터미널,1691,1590,20200627
471,20200624,공항철도 1호선,영종,2428,2476,20200627
472,20200624,과천선,선바위,8600,7339,20200627
473,20200624,과천선,경마공원,1232,1232,20200627
474,20200624,과천선,대공원,1150,1252,20200627
475,20200624,과천선,과천,4747,4382,20200627
476,20200624,과천선,정부과천청사,8805,8751,20200627
477,20200624,과천선,인덕원,23113,24008,20200627
478,20200624,과천선,평촌,17109,16815,20200627
479,20200624,과천선,범계,24431,24004,20200627
480,20200624,분당선,선릉,13641,20931,20200627
481,20200624,분당선,한티,13075,14106,20200627
482,20200624,분당선,도곡,6337,6574,20200627
483,20200624,분당선,구룡,1515,1450,20200627
484,20200624,분당선,개포동,3295,3553,20200627
485,20200624,분당선,대모산입구,3263,3109,20200627
486,20200624,분당선,수서,12975,13313,20200627
487,20200624,분당선,수원,7066,4888,20200627
488,20200624,분당선,서울숲,8337,8357,20200627
489,20200624,분당선,압구정로데오,15846,17618,20200627
490,20200624,분당선,강남구청,9624,10968,20200627
491,20200624,분당선,선정릉,8217,8664,20200627
492,20200624,분당선,가천대,6846,8000,20200627
493,20200624,분당선,태평,12695,12178,20200627
494,20200624,분당선,모란,20228,20676,20200627
495,20200624,분당선,야탑,23927,25170,20200627
496,20200624,분당선,서현,22802,23238,20200627
497,20200624,분당선,수내,12143,12356,20200627
498,20200624,분당선,정자,15963,17269,20200627
499,20200624,분당선,미금,14836,15962,20200627
500,20200624,분당선,오리,10941,9369,20200627
501,20200624,분당선,이매,5257,5002,20200627
502,20200624,분당선,보정,2503,1997,20200627
503,20200624,분당선,죽전,12287,13691,20200627
504,20200624,분당선,구성,4623,4810,20200627
505,20200624,분당선,신갈,4254,4143,20200627
506,20200624,분당선,기흥,8969,8557,20200627
507,20200624,분당선,상갈,4993,4716,20200627
508,20200624,분당선,청명,3966,3909,20200627
509,20200624,분당선,영통,7786,7973,20200627
510,20200624,분당선,망포,12478,12009,20200627
511,20200624,분당선,매탄권선,4072,3902,20200627
512,20200624,분당선,수원시청,9993,10965,20200627
513,20200624,분당선,매교,2504,2482,20200627
514,20200624,수인선,달월,80,52,20200627
515,20200624,수인선,월곶,2033,1917,20200627
516,20200624,수인선,소래포구,3795,3490,20200627
517,20200624,수인선,인천논현,4980,5203,20200627
518,20200624,수인선,호구포,3198,3300,20200627
519,20200624,수인선,남동인더스파크,2093,2269,20200627
520,20200624,수인선,원인재,3705,3765,20200627
521,20200624,수인선,연수,4018,4100,20200627
522,20200624,수인선,송도,2156,2016,20200627
523,20200624,수인선,인하대,5223,4883,20200627
524,20200624,수인선,숭의,3260,3086,20200627
525,20200624,수인선,신포,1483,1498,20200627
526,20200624,수인선,인천,681,1185,20200627
527,20200624,안산선,산본,15224,16222,20200627
528,20200624,안산선,대야미,4605,4200,20200627
529,20200624,안산선,반월,4048,3839,20200627
530,20200624,안산선,상록수,16568,16432,20200627
531,20200624,안산선,한대앞,6910,6795,20200627
532,20200624,안산선,중앙,14173,14851,20200627
533,20200624,안산선,고잔,7466,7228,20200627
534,20200624,안산선,초지,4102,4278,20200627
535,20200624,안산선,안산,10507,9260,20200627
536,20200624,안산선,신길온천,1420,1296,20200627
537,20200624,안산선,정왕,7577,8055,20200627
538,20200624,안산선,오이도,8097,7798,20200627
539,20200624,안산선,수리산,3998,3172,20200627
540,20200624,우이신설선,북한산우이,2039,1728,20200627
541,20200624,우이신설선,솔밭공원,2032,1990,20200627
542,20200624,우이신설선,4.19민주묘지,2344,2325,20200627
543,20200624,우이신설선,가오리,3582,3686,20200627
544,20200624,우이신설선,화계,2910,2714,20200627
545,20200624,우이신설선,삼양,1752,1919,20200627
546,20200624,우이신설선,삼양사거리,2028,2186,20200627
547,20200624,우이신설선,솔샘,5398,5121,20200627
548,20200624,우이신설선,북한산보국문,5188,5165,20200627
549,20200624,우이신설선,정릉,3832,3726,20200627
550,20200624,우이신설선,성신여대입구(돈암),2718,3041,20200627
551,20200624,우이신설선,보문,1390,1436,20200627
552,20200624,우이신설선,신설동,2025,1999,20200627
553,20200624,일산선,원흥,8653,8159,20200627
